Unnamed: 0,ETISPlus_Zone_ID,Name,Country,Geometric_center,Geometric_center_X,Geometric_center_Y,Network_Node_ID
1025,129020102,Kronobergs lan,SE,POINT (14.5676 56.7989),14.5676,56.7989,198472
1078,129020103,Kalmar lan,SE,POINT (16.0704 57.2195),16.0704,57.2195,118658
1161,129020104,Gotlands lan,SE,POINT (18.5943 57.4176),18.5943,57.4176,122092
1052,129020201,Blekinge lan,SE,POINT (15.2253 56.2466),15.2253,56.2466,118553
976,129020204,Skane lan,SE,POINT (13.5159 55.9349),13.5159,55.9349,121920
933,129020301,Hallands lan,SE,POINT (12.7983 56.9602),12.7983,56.9602,118676
942,129020302,Vastra Gotalands lan,SE,POINT (12.9462 58.2042),12.9462,58.2042,122112
949,129030101,Varmlands lan,SE,POINT (13.0835 59.8908),13.0835,59.8908,250623
1016,129030102,Dalarnas lan,SE,POINT (14.4207 61.0611),14.4207,61.0611,118616
1075,129030103,Gavleborgs lan,SE,POINT (15.9856 61.2661),15.9856,61.2661,198592
1117,129030201,Vasternorrlands lan,SE,POINT (17.0335 63.0822),17.0335,63.0822,118621
1021,129030202,Jamtlands lan,SE,POINT (14.4868 63.3413),14.4868,63.3413,122008
1136,129030301,Vasterbottens lan,SE,POINT (17.9707 64.8761),17.9707,64.8761,122030
1208,129030302,Norrbottens lan,SE,POINT (19.7662 67.0616),19.7662,67.0616,122041
1083,130000101,Pomurska,SI,POINT (16.1923 46.6694),16.1923,46.6694,124926
1071,130000102,Podravska,SI,POINT (15.8106 46.4809),15.8106,46.4809,251859
1047,130000103,Koroska,SI,POINT (15.0608 46.5242),15.0608,46.5242,251931
1051,130000104,Savinjska,SI,POINT (15.1833 46.2379),15.1833,46.2379,106312
1043,130000105,Zasavska,SI,POINT (15.0004 46.1288),15.0004,46.1288,186354
1059,130000106,Spodnjeposavska,SI,POINT (15.4104 45.9409),15.4104,45.9409,251848
1040,130000107,Jugovzhodna Slovenija,SI,POINT (14.9721 45.722),14.9721,45.722,124801
1656,130000108,Notranjsko-kraska,SI,POINT (14.31 45.6815),14.31,45.6815,103625
1028,130000201,Osrednjeslovenska,SI,POINT (14.5987 46.0471),14.5987,46.0471,251924
1002,130000202,Gorenjska,SI,POINT (14.1256 46.2638),14.1256,46.2638,251788
987,130000203,Goriska,SI,POINT (13.7595 46.1038),13.7595,46.1038,251854
996,130000204,Obalno-kraska,SI,POINT (13.9911 45.6448),13.9911,45.6448,251781
1667,131000100,Bratislavsky kraj,SK,POINT (17.182 48.3306),17.182,48.3306,261959
1668,131000201,Trnavsky kraj,SK,POINT (17.4603 48.3186),17.4603,48.3186,197990
1669,131000202,Trenciansky kraj,SK,POINT (18.0897 48.9023),18.0897,48.9023,110877
1670,131000203,Nitriansky kraj,SK,POINT (18.3888 48.223),18.388,48.223,199617
1671,131000301,Zilinsky kraj,SK,POINT (19.1917 49.1775),19.1917,49.1775,124253
1672,131000302,Banskobystricky kraj,SK,POINT (19.4742 48.5005),19.4742,48.5005,199641
1673,131000401,Presovsky kraj,SK,POINT (21.2239 49.112),21.223,49.112,199786
1674,131000402,Kosicky kraj,SK,POINT (21.2848 48.6768),21.2848,48.6768,200803
1458,132010000,Istanbul,TR,POINT (28.5386 41.2603),28.5386,41.2603,201725
1439,132020101,Tekirdag,TR,POINT (27.4262 41.0667),27.4262,41.0667,200493
1420,132020102,Edirne,TR,POINT (26.508 41.2955),26.508,41.2955,200501
1441,132020103,Kirklareli,TR,POINT (27.5098 41.6704),27.5098,41.6704,200513
1448,132020201,Balikesir,TR,POINT (27.7894 39.7926),27.7894,39.7926,201474
1426,132020202,Canakkale,TR,POINT (26.7841 39.9629),26.7841,39.9629,200485
1660,132030100,Izmir,TR,POINT (26.99 38.6257),26.99,38.6257,200455
1450,132030201,Aydin,TR,POINT (27.9203 37.7258),27.9203,37.7258,201304
1465,132030202,Denizli,TR,POINT (29.2899 37.6723),29.2899,37.6723,201282
1457,132030203,Mugla,TR,POINT (28.4895 36.9229),28.4895,36.9229,201321
1453,132030301,Manisa,TR,POINT (28.072 38.7458),28.072,38.7458,261613
1477,132030302,Afyon,TR,POINT (30.6861 38.519),30.6861,38.519,201399
1468,132030303,Kutahya,TR,POINT (29.5137 39.33),29.5137,39.33,201395
1466,132030304,Usak,TR,POINT (29.3599 38.5793),29.3599,38.5793,201385
1463,132040101,Bursa,TR,POINT (29.016 40.0961),29.016,40.0961,201544
1480,132040102,Eskisehir,TR,POINT (31.032 39.6147),31.032,39.6147,261539
1473,132040103,Bilecik,TR,POINT (30.1738 40.0892),30.1738,40.0892,201499
1470,132040201,Kocaeli,TR,POINT (29.8461 40.8749),29.8461,40.8749,201623
1475,132040202,Sakarya,TR,POINT (30.4626 40.7392),30.4626,40.7392,201596
1482,132040203,Duzce,TR,POINT (31.294 40.8667),31.294,40.8667,201633
1483,132040204,Bolu,TR,POINT (31.5448 40.5793),31.5448,40.5793,201601
1464,132040205,Yalova,TR,POINT (29.1625 40.5972),29.1625,40.5972,201591
1490,132050100,Ankara,TR,POINT (32.3557 39.68),32.3557,39.68,261536
1493,132050201,Konya,TR,POINT (32.8371 37.9932),32.8371,37.9932,261632
1496,132050202,Karaman,TR,POINT (33.2406 37.0087),33.2406,37.0087,261638
1488,132060101,Antalya,TR,POINT (31.9479 36.7511),31.9479,36.7511,201187
1479,132060102,Isparta,TR,POINT (30.8188 37.9043),30.8188,37.9043,261492
1472,132060103,Burdur,TR,POINT (30.1216 37.3488),30.1216,37.3488,201225
1519,132060201,Adana,TR,POINT (35.5942 37.4615),35.5942,37.4615,201200
1506,132060202,Icel,TR,POINT (33.8674 36.7128),33.8674,36.7128,201147
1524,132060301,Hatay,TR,POINT (36.2371 36.4154),36.2371,36.4154,201122
1530,132060302,Kahramanmaras,TR,POINT (36.9801 37.8832),36.9801,37.8832,201827
1525,132060303,Osmaniye,TR,POINT (36.2769 37.3416),36.2769,37.3416,201241
1503,132070101,Kirikkale,TR,POINT (33.7114 39.8418),33.7114,39.8418,201502
1505,132070102,Aksaray,TR,POINT (33.8184 38.5007),33.8184,38.5007,201370
1512,132070103,Nigde,TR,POINT (34.6617 37.8655),34.6617,37.8655,201274
1511,132070104,Nevsehir,TR,POINT (34.6266 38.8616),34.6266,38.8616,201468
1507,132070105,Kirsehir,TR,POINT (34.0805 39.302),34.0805,39.302,261372
1522,132070201,Kayseri,TR,POINT (35.9302 38.5152),35.9302,38.5152,201469
1534,132070202,Sivas,TR,POINT (37.3155 39.5244),37.3155,39.5244,261667
1517,132070203,Yozgat,TR,POINT (35.0933 39.6066),35.0933,39.6066,201490
1486,132080101,Zonguldak,TR,POINT (31.7968 41.2912),31.7968,41.2912,261515
1492,132080102,Karabuk,TR,POINT (32.6155 41.195),32.6155,41.195,201656
1491,132080103,Bartin,TR,POINT (32.4723 41.5769),32.4723,41.5769,201656
1502,132080201,Kastamonu,TR,POINT (33.6684 41.4224),33.6684,41.4224,261578
1499,132080202,Cankiri,TR,POINT (33.3492 40.6662),33.3492,40.6662,201649
1514,132080203,Sinop,TR,POINT (34.8716 41.6565),34.8716,41.6565,261802
1523,132080301,Samsun,TR,POINT (36.0043 41.2945),36.0043,41.2945,261792
1529,132080302,Tokat,TR,POINT (36.5413 40.4379),36.5413,40.4379,261816
1513,132080303,Corum,TR,POINT (34.7209 40.6339),34.7209,40.6339,261801
1521,132080304,Amasya,TR,POINT (35.7431 40.66),35.7431,40.66,150439
1551,132090001,Trabzon,TR,POINT (39.8086 40.8172),39.8086,40.8172,261434
1535,132090002,Ordu,TR,POINT (37.4191 40.7446),37.4191,40.7446,186339
1541,132090003,Giresun,TR,POINT (38.5786 40.5623),38.5786,40.5623,186339
1560,132090004,Rize,TR,POINT (40.8866 40.9256),40.8866,40.9256,261442
1568,132090005,Artvin,TR,POINT (41.8814 41.0451),41.8814,41.0451,149825
1548,132090006,Gumushane,TR,POINT (39.4404 40.3281),39.4404,40.3281,186339
1564,132100101,Erzurum,TR,POINT (41.4302 40.0487),41.4302,40.0487,125014
1549,132100102,Erzincan,TR,POINT (39.5484 39.5448),39.5484,39.5448,261678
1552,132100103,Bayburt,TR,POINT (40.1961 40.2561),40.1961,40.2561,186340
1577,132100201,Agri,TR,POINT (43.405 39.475),43.405,39.475,261748
1574,132100202,Kars,TR,POINT (42.939 40.5202),42.939,40.5202,125033
1661,132100203,Igdir,TR,POINT (44.04 39.8791),44.04,39.8791,125034
1573,132100204,Ardahan,TR,POINT (42.8792 41.1343),42.8792,41.1343,149517
1539,132110101,Malatya,TR,POINT (38.209 38.5264),38.209,38.5264,261407
1547,132110102,Elazig,TR,POINT (39.3627 38.7342),39.3627,38.7342,261407
1556,132110103,Bingol,TR,POINT (40.6344 38.994),40.6344,38.994,261407
1550,132110104,Tunceli,TR,POINT (39.5905 39.1859),39.5905,39.1859,261407
1579,132110201,Van,TR,POINT (43.6115 38.5473),43.6115,38.5473,148954
1569,132110202,Mus,TR,POINT (41.9294 38.9797),41.9294,38.9797,150598
1571,132110203,Bitlis,TR,POINT (42.3518 38.4411),42.3518,38.4411,150440
1581,132110204,Hakkari,TR,POINT (44.0614 37.3998),44.0614,37.3998,261726
1532,132120101,Gaziantep,TR,POINT (37.2544 37.119),37.2544,37.119,201824
1540,132120102,Adiyaman,TR,POINT (38.3465 37.8147),38.3465,37.8147,250706
1531,132120103,Kilis,TR,POINT (37.124 36.8411),37.124,36.8411,201824
1543,132120201,Sanliurfa,TR,POINT (39.0297 37.3394),39.0297,37.3394,250707
1553,132120202,Diyarbakir,TR,POINT (40.2408 38.1131),40.2408,38.1131,146675
1559,132120301,Mardin,TR,POINT (40.8694 37.3191),40.8694,37.3191,261911
1563,132120302,Batman,TR,POINT (41.4225 38.0301),41.4225,38.0301,261404
1572,132120303,Sirnak,TR,POINT (42.5379 37.4369),42.5379,37.4369,130000
1570,132120304,Siirt,TR,POINT (42.1799 37.9174),42.1799,37.9174,130000
204,133120101,Hartlepool and Stockton-on-Tees,UK,POINT (-1.30511 54.5957),-1.30511,54.5957,118707
213,133120102,South Teesside,UK,POINT (-1.0374 54.5678),-1.0374,54.5678,118707
190,133120103,Darlington,UK,POINT (-1.55825 54.535),-1.55825,54.535,118703
179,133120104,Durham CC,UK,POINT (-1.79828 54.6852),-1.79828,54.6852,118703
170,133120201,Northumberland,UK,POINT (-2.07572 55.2968),-2.07572,55.2968,118740
187,133120202,Tyneside,UK,POINT (-1.60431 54.9786),-1.60431,54.9786,118751
195,133120203,Sunderland,UK,POINT (-1.4581 54.8718),-1.4581,54.8718,118765
124,133130101,West Cumbria,UK,POINT (-3.31097 54.5712),-3.31097,54.5712,193290
149,133130102,East Cumbria,UK,POINT (-2.70042 54.6413),-2.70042,54.6413,118791
151,133130201,Halton and Warrington,UK,POINT (-2.6295 53.3934),-2.6295,53.3934,118857
154,133130202,Cheshire CC,UK,POINT (-2.54279 53.1673),-2.54279,53.1673,118902
164,133130301,Greater Manchester South,UK,POINT (-2.22653 53.4356),-2.22653,53.4356,118985
163,133130302,Greater Manchester North,UK,POINT (-2.32004 53.5659),-2.32004,53.5659,193095
158,133130401,Blackburn with Darwen,UK,POINT (-2.46362 53.6993),-2.46362,53.6993,170006
133,133130402,Blackpool,UK,POINT (-3.02036 53.8245),-3.02036,53.8245,119104
153,133130403,Lancashire CC,UK,POINT (-2.55173 53.8612),-2.55173,53.8612,119094
146,133130501,East Merseyside,UK,POINT (-2.74964 53.4394),-2.74964,53.4394,118852
138,133130502,Liverpool,UK,POINT (-2.91358 53.401),-2.91358,53.401,119146
130,133130503,Sefton,UK,POINT (-3.06411 53.5683),-3.06411,53.5683,119156
129,133130504,Wirral,UK,POINT (-3.06446 53.3692),-3.06446,53.3692,192494
237,133140101,"Kingston upon Hull, City of",UK,POINT (-0.33191 53.7665),-0.33191,53.7665,119170
232,133140102,East Riding of Yorkshire,UK,POINT (-0.412375 53.8743),-0.412375,53.8743,194988
234,133140103,North and North East Lincolnshire,UK,POINT (-0.363841 53.574),-0.363841,53.574,119193
210,133140201,York,UK,POINT (-1.07194 53.9656),-1.07194,53.9656,194944
197,133140202,North Yorkshire CC,UK,POINT (-1.38791 54.0903),-1.38791,54.0903,195132
200,133140301,"Barnsley, Doncaster and Rotherham",UK,POINT (-1.34373 53.4814),-1.34373,53.4814,119270
189,133140302,Sheffield,UK,POINT (-1.56305 53.404),-1.56305,53.404,119268
178,133140401,Bradford,UK,POINT (-1.85084 53.8438),-1.85084,53.8438,122206
191,133140402,Leeds,UK,POINT (-1.5454 53.822),-1.5454,53.822,119371
183,133140403,"Calderdale, Kirklees and Wakefield",UK,POINT (-1.68601 53.6728),-1.68601,53.6728,194990
194,133150101,Derby,UK,POINT (-1.46992 52.9141),-1.46992,52.9141,194629
198,133150102,East Derbyshire,UK,POINT (-1.38273 53.2115),-1.38273,53.2115,119420
185,133150103,South and West Derbyshire,UK,POINT (-1.63634 53.1185),-1.63634,53.1185,119417
206,133150104,Nottingham,UK,POINT (-1.16643 52.9538),-1.16643,52.9538,119419
215,133150105,North Nottinghamshire,UK,POINT (-1.00526 53.23),-1.00526,53.23,119491
209,133150106,South Nottinghamshire,UK,POINT (-1.07548 52.9468),-1.07548,52.9468,119419
208,133150201,Leicester,UK,POINT (-1.13127 52.6358),-1.13127,52.6358,119547
214,133150202,Leicestershire CC and Rutland,UK,POINT (-1.01292 52.6846),-1.01292,52.6846,119547
218,133150203,Northamptonshire,UK,POINT (-0.836705 52.31),-0.836705,52.31,119533
241,133150300,Lincolnshire,UK,POINT (-0.232521 53.1283),-0.232521,53.1283,194632
147,133160101,"Herefordshire, County of",UK,POINT (-2.7401 52.1107),-2.7401,52.1107,119640
165,133160102,Worcestershire,UK,POINT (-2.21034 52.2109),-2.21034,52.2109,119665
188,133160103,Warwickshire,UK,POINT (-1.56702 52.3213),-1.56702,52.3213,194347
157,133160201,Telford and Wrekin,UK,POINT (-2.48976 52.7214),-2.48976,52.7214,119770
148,133160202,Shropshire CC,UK,POINT (-2.73422 52.6527),-2.73422,52.6527,119773
167,133160203,Stoke-on-Trent,UK,POINT (-2.15918 53.02),-2.15918,53.02,119821
173,133160204,Staffordshire CC,UK,POINT (-2.02812 52.8248),-2.02812,52.8248,119861
177,133160301,Birmingham,UK,POINT (-1.88122 52.4949),-1.88122,52.4949,194486
181,133160302,Solihull,UK,POINT (-1.7336 52.4307),-1.7336,52.4307,119713
192,133160303,Coventry,UK,POINT (-1.51941 52.4143),-1.51941,52.4143,119712
171,133160304,Dudley and Sandwell,UK,POINT (-2.05493 52.4977),-2.05493,52.4977,119887
172,133160305,Walsall and Wolverhampton,UK,POINT (-2.0396 52.6044),-2.0396,52.6044,192185
240,133170101,Peterborough,UK,POINT (-0.255148 52.5907),-0.255148,52.5907,119927
248,133170102,Cambridgeshire CC,UK,POINT (0.007399 52.3725),0.007399,52.3725,194346
267,133170103,Norfolk,UK,POINT (0.949002 52.6719),0.949002,52.6719,195645
269,133170104,Suffolk,UK,POINT (1.05154 52.2411),1.05154,52.2411,195640
230,133170201,Luton,UK,POINT (-0.427876 51.8912),-0.427876,51.8912,120021
231,133170202,Bedfordshire CC,UK,POINT (-0.42346 52.064),-0.42346,52.064,194297
239,133170203,Hertfordshire,UK,POINT (-0.275005 51.8401),-0.275005,51.8401,194196
263,133170301,Southend-on-Sea,UK,POINT (0.722727 51.5491),0.722727,51.5491,114627
255,133170302,Thurrock,UK,POINT (0.375466 51.5099),0.375466,51.5099,195566
260,133170303,Essex CC,UK,POINT (0.636295 51.8002),0.636295,51.8002,195602
243,133180101,Inner London - West,UK,POINT (-0.163632 51.5189),-0.163632,51.5189,114664
247,133180102,Inner London - East,UK,POINT (-0.037111 51.5481),-0.037111,51.5481,114647
250,133180201,Outer London - East and North East,UK,POINT (0.07412 51.5899),0.07412,51.5899,194103
245,133180202,Outer London - South,UK,POINT (-0.084025 51.3655),-0.084025,51.3655,120116
238,133180203,Outer London - West and North West,UK,POINT (-0.319374 51.5312),-0.319374,51.5312,120121
212,133190101,Berkshire,UK,POINT (-1.03902 51.4535),-1.03902,51.4535,193865
222,133190102,Milton Keynes,UK,POINT (-0.740266 52.0821),-0.740266,52.0821,119604
219,133190103,Buckinghamshire CC,UK,POINT (-0.808606 51.7835),-0.808606,51.7835,194140
205,133190104,Oxfordshire,UK,POINT (-1.29475 51.814),-1.29475,51.814,120156
244,133190201,Brighton and Hove,UK,POINT (-0.130456 50.8459),-0.130456,50.8459,114720
254,133190202,East Sussex CC,UK,POINT (0.366341 50.9408),0.366341,50.9408,112802
233,133190203,Surrey,UK,POINT (-0.395428 51.2712),-0.395428,51.2712,114660
228,133190204,West Sussex,UK,POINT (-0.458105 50.9449),-0.458105,50.9449,114720
211,133190301,Portsmouth,UK,POINT (-1.06938 50.8186),-1.06938,50.8186,114760
196,133190302,Southampton,UK,POINT (-1.39955 50.9177),-1.39955,50.9177,114783
201,133190303,Hampshire CC,UK,POINT (-1.34309 51.045),-1.34309,51.045,114813
203,133190304,Isle of Wight,UK,POINT (-1.32806 50.6712),-1.32806,50.6712,193657
259,133190401,Medway,UK,POINT (0.560342 51.4139),0.560342,51.4139,114838
264,133190402,Kent CC,UK,POINT (0.741692 51.1966),0.741692,51.1966,114823
152,133200101,"Bristol, City of",UK,POINT (-2.61338 51.4711),-2.61338,51.4711,120232
160,133200102,"Bath and North East Somerset, North Somerset and South Gloucestershire",UK,POINT (-2.40142 51.4752),-2.40142,51.4752,120245
169,133200103,Gloucestershire,UK,POINT (-2.1513 51.8451),-2.1513,51.8451,114877
182,133200104,Swindon,UK,POINT (-1.7327 51.5872),-1.7327,51.5872,120145
174,133200105,Wiltshire CC,UK,POINT (-1.92511 51.3241),-1.92511,51.3241,120279
176,133200201,Bournemouth and Poole,UK,POINT (-1.89066 50.7409),-1.89066,50.7409,120145
162,133200202,Dorset CC,UK,POINT (-2.32089 50.7963),-2.32089,50.7963,120245
132,133200203,Somerset,UK,POINT (-3.04252 51.0749),-3.04252,51.0749,114921
83,133200300,Cornwall and Isles of Scilly,UK,POINT (-4.9409 50.4441),-4.9409,50.4441,114964
100,133200401,Plymouth,UK,POINT (-4.11213 50.3929),-4.11213,50.3929,114964
119,133200402,Torbay,UK,POINT (-3.5545 50.4456),-3.5545,50.4456,114964
114,133200403,Devon CC,UK,POINT (-3.71872 50.724),-3.71872,50.724,114964
94,133210101,Isle of Anglesey,UK,POINT (-4.3688 53.2785),-4.3688,53.2785,191095
101,133210102,Gwynedd,UK,POINT (-4.10341 52.895),-4.10341,52.895,120311
118,133210103,Conwy and Denbighshire,UK,POINT (-3.56081 53.1071),-3.56081,53.1071,192434
91,133210104,South West Wales,UK,POINT (-4.48359 52.0786),-4.48359,52.0786,120335
121,133210105,Central Valleys,UK,POINT (-3.41512 51.6672),-3.41512,51.6672,191901
128,133210106,Gwent Valleys,UK,POINT (-3.14666 51.6856),-3.14666,51.6856,191488
115,133210107,Bridgend and Neath Port Talbot,UK,POINT (-3.69972 51.6401),-3.69972,51.6401,191498
103,133210108,Swansea,UK,POINT (-4.08691 51.6557),-4.08691,51.6557,191529
139,133210201,Monmouthshire and Newport,UK,POINT (-2.90378 51.7425),-2.90378,51.7425,114983
123,133210202,Cardiff and Vale of Glamorgan,UK,POINT (-3.3553 51.4709),-3.3553,51.4709,191901
131,133210203,Flintshire and Wrexham,UK,POINT (-3.06236 53.1121),-3.06236,53.1121,118950
120,133210204,Powys,UK,POINT (-3.43923 52.3275),-3.43923,52.3275,120324
137,133220201,Angus and Dundee City,UK,POINT (-2.91617 56.7192),-2.91617,56.7192,120401
127,133220202,Clackmannanshire and Fife,UK,POINT (-3.23521 56.2289),-3.23521,56.2289,120378
141,133220203,East Lothian and Midlothian,UK,POINT (-2.86782 55.8881),-2.86782,55.8881,120386
143,133220204,Scottish Borders,UK,POINT (-2.78694 55.5273),-2.78694,55.5273,192729
126,133220205,"Edinburgh, City of",UK,POINT (-3.26358 55.9108),-3.26358,55.9108,192708
113,133220206,Falkirk,UK,POINT (-3.77093 56.0017),-3.77093,56.0017,192751
108,133220207,Perth & Kinross and Stirling,UK,POINT (-3.9532 56.4533),-3.9532,56.4533,122286
116,133220208,West Lothian,UK,POINT (-3.60769 55.8867),-3.60769,55.8867,192704
88,133220301,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UK,POINT (-4.68647 56.1108),-4.68647,56.1108,122345
104,133220302,Dumfries & Galloway,UK,POINT (-4.02263 55.0489),-4.02263,55.0489,193283
98,133220303,East Ayrshire and North Ayrshire mainland,UK,POINT (-4.19773 55.5153),-4.19773,55.5153,185089
95,133220304,Glasgow City,UK,POINT (-4.23206 55.8553),-4.23206,55.8553,185103
90,133220305,"Inverclyde, East Renfrewshire and Renfrewshire",UK,POINT (-4.55911 55.8193),-4.55911,55.8193,122343
109,133220306,North Lanarkshire,UK,POINT (-3.95281 55.8831),-3.95281,55.8831,192660
86,133220307,South Ayrshire,UK,POINT (-4.72987 55.2998),-4.72987,55.2998,191322
111,133220308,South Lanarkshire,UK,POINT (-3.83948 55.5677),-3.83948,55.5677,193339
144,133220500,Aberdeen City and Aberdeenshire,UK,POINT (-2.78489 57.2242),-2.78489,57.2242,122298
93,133220601,Caithness & Sutherland and Ross & Cromarty,UK,POINT (-4.44881 58.0095),-4.44881,58.0095,122374
106,133220602,"Inverness & Nairn and Moray, Badenoch & Strathspey",UK,POINT (-3.96667 57.2495),-3.96667,57.2495,122362
78,133220603,"Lochaber, Skye & Lochalsh Arran & Cumbrae and Argyll & Bute",UK,POINT (-5.37431 56.3712),-5.37431,56.3712,122345
62,133220604,Eilean Siar (Western Isles),UK,POINT (-6.63537 58.1219),-6.63537,58.1219,122374
135,133220605,Orkney Islands,UK,POINT (-2.93112 59.0129),-2.93112,59.0129,192899
207,133220606,Shetland Islands,UK,POINT (-1.16256 60.2452),-1.16256,60.2452,192899
72,133230001,Belfast,UK,POINT (-5.92653 54.5978),-5.92653,54.5978,120450
70,133230002,Outer Belfast,UK,POINT (-5.93966 54.5253),-5.93966,54.5253,122386
76,133230003,East of Northern Ireland,UK,POINT (-5.64938 54.6118),-5.64938,54.6118,180236
59,133230004,North of Northern Ireland,UK,POINT (-6.94895 54.93),-6.94895,54.93,121014
58,133230005,West and South of Northern Ireland,UK,POINT (-7.02459 54.4876),-7.02459,54.4876,117106
1658,137010100,Bosnian Podrinje,BA,POINT (18.82 43.6733),18.82,43.6733,251881
1129,137010200,Central Bosnia,BA,POINT (17.6541 44.1156),17.6541,44.1156,197675
1135,137010300,Herzegovina-Neretva,BA,POINT (17.8878 43.2345),17.8878,43.2345,103335
1163,137010400,Posavina,BA,POINT (18.6613 44.9742),18.6613,44.9742,251951
1147,137010500,Sarajevo,BA,POINT (18.3077 43.8428),18.3077,43.8428,103366
1159,137010600,Tuzla,BA,POINT (18.5549 44.5337),18.5549,44.5337,198806
1088,137010700,Una-Sana,BA,POINT (16.3042 44.7963),16.3042,44.7963,197688
1111,137010800,West Bosnia,BA,POINT (16.8588 43.9967),16.8588,43.9967,251874
1123,137010900,West Herzegovina,BA,POINT (17.4289 43.3787),17.4289,43.3787,103362
1145,137011000,Zenica-Doboj,BA,POINT (18.2479 44.3157),18.2479,44.3157,198725
1118,137020100,Banja Luka,BA,POINT (17.0921 44.6711),17.0921,44.6711,251187
1146,137020200,Doboj,BA,POINT (18.3076 44.8673),18.3076,44.8673,124873
1177,137020300,Bijeljina,BA,POINT (19.0452 44.7368),19.0452,44.7368,250715
1182,137020400,Vlasenica,BA,POINT (19.1756 44.2911),19.1756,44.2911,251943
1167,137020500,Sarajevo-Romanija,BA,POINT (18.7952 43.899),18.7952,43.899,103420
1186,137020600,Foca,BA,POINT (19.2318 43.6248),19.2318,43.6248,251941
1148,137020700,Trebinje,BA,POINT (18.3527 43.0052),18.3527,43.0052,251885
80,138000000,Gibraltar,GI,POINT (-5.3483 36.1361),-5.3483,36.1361,190311
27,141000000,Jan Mayen,NO,POINT (-8.50035 70.9952),-8.50035,70.9952,122374
280,143000000,Andorra,AD,POINT (1.60205 42.5468),1.60205,42.5468,102353
904,147000000,San Marino,SM,POINT (12.4595 43.9489),12.4595,43.9489,105149
1227,148010100,Grad Beograd,RS,POINT (20.4001 44.6617),20.4001,44.6617,198831
1298,148010200,Borski okrug,RS,POINT (22.2603 44.2873),22.2603,44.2873,200708
1268,148010300,Branicevski okrug,RS,POINT (21.5188 44.4347),21.5188,44.4347,103766
1282,148010400,Jablanicki okrug,RS,POINT (21.9608 42.9049),21.9608,42.9049,124902
1214,148010500,Kolubarski okrug,RS,POINT (19.9249 44.3085),19.9249,44.3085,103731
1198,148010600,Macvanski okrug,RS,POINT (19.5364 44.516),19.5364,44.516,103353
1222,148010700,Moravicki okrug,RS,POINT (20.2653 43.7509),20.2653,43.7509,198706
1280,148010800,NiÃ…Â¡avski okrug,RS,POINT (21.903 43.4288),21.903,43.4288,124904
1286,148010900,Pcinjski okrug,RS,POINT (22.0255 42.5244),22.0255,42.5244,200564
1305,148011000,Pirotski okrug,RS,POINT (22.5459 43.126),22.5459,43.126,104394
1245,148011100,Podunavski okrug,RS,POINT (20.957 44.4413),20.957,44.4413,103717
1258,148011200,Pomoravski okrug,RS,POINT (21.3631 43.9872),21.3631,43.9872,200699
1254,148011300,Rasinski okrug,RS,POINT (21.1633 43.4834),21.1633,43.4834,198680
1229,148011400,RaÃ…Â¡ki okrug,RS,POINT (20.4958 43.3392),20.4958,43.3392,201923
1237,148011500,Ã…Â umadijski okrug,RS,POINT (20.7641 44.0973),20.7641,44.0973,198727
1257,148011600,Toplicki okrug,RS,POINT (21.3539 43.1184),21.3539,43.1184,200613
1294,148011700,Zajecarski okrug,RS,POINT (22.1489 43.7472),22.1489,43.7472,200671
1204,148011800,Zlatiborski okrug,RS,POINT (19.7267 43.5644),19.7267,43.5644,198684
1230,148020100,Srednje-banatski okrug,RS,POINT (20.5178 45.4343),20.5178,45.4343,198898
1199,148020200,Severnobacki okrug,RS,POINT (19.5888 45.9042),19.5888,45.9042,198996
1220,148020300,Severno-banatski okrug,RS,POINT (20.2068 45.8894),20.2068,45.8894,199022
1200,148020400,JuÃ…Â¾nobacki okrug,RS,POINT (19.6271 45.4473),19.6271,45.4473,198946
1246,148020500,JuÃ…Â¾no-banatski okrug,RS,POINT (20.979 44.978),20.979,44.978,198895
1201,148020600,Sremski okrug,RS,POINT (19.6562 44.9186),19.6562,44.9186,198884
1183,148020700,Zapadno-backi okrug,RS,POINT (19.2107 45.7363),19.2107,45.7363,198980
1250,148030100,Kosovski okrug,RS,POINT (21.1099 42.5994),21.1099,42.5994,103759
1267,148030200,Kosovsko-Pomoravski okrug,RS,POINT (21.5114 42.4708),21.5114,42.4708,103695
1238,148030300,Kosovsko - Mitrovacki okrug,RS,POINT (20.7737 42.9177),20.7737,42.9177,103772
1225,148030400,Pecki okrug,RS,POINT (20.3807 42.5618),20.3807,42.5618,103669
1234,148030500,Prizrenski okrug,RS,POINT (20.7191 42.1535),20.7191,42.1535,103685
1160,149010100,Herceg Novi,ME,POINT (18.5756 42.5197),18.5756,42.5197,186291
1166,149010200,Kotor,ME,POINT (18.7818 42.4477),18.7818,42.4477,186290
1165,149010300,Tivat,ME,POINT (18.732 42.4222),18.732,42.4222,186290
1171,149010400,Budva,ME,POINT (18.9027 42.2674),18.9027,42.2674,124884
1180,149010500,Bar,ME,POINT (19.1614 42.16),19.1614,42.16,103373
1188,149010600,Ulcinj,ME,POINT (19.2741 41.9939),19.2741,41.9939,124886
1170,149020100,NikÃ…Â¡ic,ME,POINT (18.8585 42.8586),18.8585,42.8586,124881
1172,149020200,Cetinje,ME,POINT (18.9119 42.4939),18.9119,42.4939,186288
