ID,ORIGINZONE_3_ID,DEST_ZONE_3_ID,TRIP_PURPOSE_ID,p_transport_car_trips,p_transport_car_vehicles
16208886,107020714,107020604,2,375,242
11407590,107160019,102030205,1,4,3
17183529,118130505,102030202,2,8,5
16151290,107020502,126040302,2,21,14
16614425,107140013,107040208,2,685,442
16976532,112080201,112040102,2,569,313
17441786,126030403,107100504,2,3,1
11003011,107070112,124040201,1,165,135
19052485,107100204,107130103,3,64,38
20288591,130000201,110060107,3,17,7
17828594,133210101,133140301,2,28919,16813
16970686,112080102,104000604,2,5,3
17135784,118120303,124030304,2,11,6
17849770,133220202,133220303,2,15994,9299
18234648,148010600,107010102,2,60,26
20577562,114000202,118140103,3,8,3
17995614,125000602,129030302,2,331,198
16148853,107020501,107020410,2,774,499
18981355,107090303,112060205,3,15,9
13754911,107090414,107090305,4,8,7
11135984,107100104,124010301,1,125,102
11694778,112070106,107010401,1,310,254
16405628,107100109,112070103,2,3,2
19065936,107100212,124010101,3,396,235
20616312,125000402,112050104,3,10,5
11081675,107090208,107020105,1,41,34
20761419,132120303,132120103,3,198,105
12327131,128030105,153020300,1,2,1
20907296,154000000,114000207,3,94,38
20712778,132080303,137010100,3,2,1
18599595,106000402,106000702,3,17889,7213
10546505,101020201,107020713,1,41,34
12639071,104000203,107110303,1,32,27
12261268,127010610,110010103,1,160,131
20572915,114000105,128010106,3,5,2
10767299,107010304,107110319,1,2666,2185
16720160,110020200,110040102,2,85049,41896
16535102,107110319,107110106,2,5633,3634
16032035,107010306,107020121,2,673,434
19715327,115020203,152030000,3,9,4
19818625,118130507,126040107,3,5,3
16241400,107050001,107080004,2,6439,4154
16108360,107020211,107040207,2,29,19
12613852,133220601,133130401,1,17,14
18693727,107020106,107020111,3,799,473
16978363,112080202,118150101,2,21,12
19246829,107140014,107020111,3,118,70
10575629,101030305,107020123,1,495,405
19983865,124030202,118120104,3,34,23
18619309,107010104,107090414,3,395,234
11148182,107100112,107020110,1,73,60
16350162,107090303,107100301,2,429,277
19973442,124020204,107010112,3,8,5
11883498,118120405,112070201,1,865,709
10713758,106000603,107110304,1,12,9
19613162,112080204,153030200,3,26,12
16200768,107020709,107020508,2,832,537
10984350,107070101,107010409,1,508,416
20033502,126010210,107020114,3,17,7
20240411,128040204,128010206,3,15979,6443
17138305,118120401,107020705,2,128,72
11709655,112080103,107110109,1,31,26
13707945,107090205,107100507,4,608,498
16033821,107010307,107090305,2,72,47
19359410,110030000,118120406,3,223,90
16405403,107100109,107130302,2,143,92
18595362,106000301,113010207,3,30,12
12389995,130000105,131000100,1,43,30
16050994,107010407,104000202,2,493,318
19965429,124010303,107020507,3,5,4
20096189,126040302,133180201,3,6,2
18930840,107080008,107130108,3,33,20
16876947,112020602,102020101,2,360,198
20439796,133200101,124030302,3,16,8
19735198,116000101,107080014,3,19,10
19659462,113020201,118120101,3,2,1
19710807,115020201,107030000,3,27,12
11177331,107100303,107010107,1,852,699
16918045,112050302,110040103,2,3,2
18911602,107070303,112060103,3,19,11
20130841,127010105,107020210,3,6,3
11117382,107090410,107020205,1,34,28
12215508,126060103,107020502,1,6,4
12934010,149030100,107020116,1,2,1
10630654,102030301,102030207,1,3325,2726
20982725,348011600,107160005,3,7,3
18706601,107020114,102030404,3,28,16
19465179,112010001,133130302,3,160,72
19144835,107110306,107090412,3,114,67
11112505,107090407,107020117,1,239,196
19160255,107110315,133140202,3,6,4
11216273,107100512,107010208,1,2492,2043
20399929,133170202,101030402,3,5,3
20076642,126030405,130000102,3,5,2
16537254,107110320,124020300,2,27,17
20613173,125000304,115020102,3,4,2
16274828,107070204,104000103,2,265,171
18945563,107080017,110050201,3,4,3
18529338,102030305,133180202,3,19,10
16891200,112040104,104000503,2,57,32
18533089,102030402,106000503,3,3,1
16950266,112070102,107090409,2,3,2
16337235,107090203,107110307,2,266,171
20533185,104000204,107070103,3,21,10
20222412,128030107,120000010,3,11,4
19486255,112020202,133120103,3,10,4
11224611,107110105,107090414,1,331,271
16431518,107100210,112020104,2,71,46
12368407,129020301,112020103,1,9,7
17923384,104000601,107060000,2,39,21
18598752,106000401,118150401,3,38,15
11352710,107140013,107090104,1,892,731
12903173,137010900,107010406,1,2,1
19266191,107150012,102030404,3,25,15
20710849,132080302,130000107,3,5,3
10954368,107040103,126020106,1,6,5
11583562,112010008,118130502,1,5,4
11881302,118120404,107010305,1,41,33
12204146,126050104,107020407,1,21,15
11255565,107110308,107140008,1,48,39
20100263,126050106,107110111,3,63,25
12306926,128020105,115030302,1,32,22
18830212,107020708,107100405,3,294,174
11315609,107130207,107160010,1,266,218
19228731,107140002,153010100,3,16,10
17357097,124030205,102030404,2,14,10
11708201,112080102,110050203,1,25,20
17245298,118150402,107020205,2,2,1
19991644,124030207,107130301,3,23,15
18504733,102020505,124020101,3,206,109
20609292,125000302,107010403,3,9,5
20050675,126020209,129020102,3,9,4
16263833,107070112,102020103,2,161,104
20118544,126060301,118140201,3,11,5
11309419,107130203,118120401,1,4,3
18226119,151000008,114000102,2,9,4
20656054,132040101,148010100,3,281,148
17470614,126050107,102020502,2,8,3
20530628,104000202,124030302,3,15,7
20442749,133200103,112040201,3,61,33
19196406,107130112,102010000,3,12,7
17817333,133200201,133220306,2,245,142
18839725,107020714,107020206,3,563,333
11417392,108000101,107010112,1,5,4
17655640,130000108,107020104,2,10,4
19081931,107100402,112070106,3,35,21
20359710,133150103,107090409,3,5,3
18568813,103030402,107010310,3,3,1
19536380,112050103,126030101,3,4,2
12087599,124030100,107110311,1,53,43
19091244,107100501,107070301,3,873,516
19532129,112050101,101010202,3,12,6
20928357,153010700,104000502,3,10,4
18547809,103030103,107020603,3,3,1
19258910,107150007,118150405,3,3,2
16599784,107140004,107020512,2,117,75
16516029,107110307,118120104,2,2,1
19792653,118130302,126020210,3,3,2
20179649,128010105,107090301,3,15,6
17495462,127010102,110010103,2,28796,17666
20879694,148011400,104000303,3,2,1
20099158,126050105,124010303,3,152,61
17151720,118120409,112050104,2,18,10
15839551,101030401,112070104,2,48,31
11659396,112050304,107110316,1,4,3
11323722,107130301,107160013,1,1450,1189
16166872,107020512,107100209,2,234,151
12761658,132030304,132040201,1,548,449
20693300,132070105,132120303,3,30,16
11059957,107090103,131000202,1,3,3
17905984,104000301,112070201,2,9,5
11396633,107160012,107110317,1,190,156
20846706,151000002,113010404,3,19,8
11050728,107080016,102020203,1,5,4
19159478,107110315,107100405,3,251,149
19308520,107160025,107020508,3,77,46
20924304,153010500,107140005,3,11,4
16483798,107110103,126040205,2,25,16
20157578,127010612,124040104,3,10,6
19499973,112020406,107070105,3,44,20
20150134,127010608,101030203,3,2,1
20212605,128030101,118130505,3,23,9
20647600,132030203,131000203,3,4,2
12665560,104000603,124040104,1,2,2
20168380,127010805,107110104,3,3,2
16283394,107070305,107010201,2,665,429
20566543,114000101,133150203,3,2,1
18874102,107050002,107140011,3,60,36
17670415,131000301,107090301,2,4,2
18597538,106000302,104000301,3,84,34
16690843,108000302,107110319,2,95,59
10854488,107020304,102030205,1,3,2
19447201,111010806,126050202,3,35,18
19888126,118150602,113030000,3,8,4
11676457,112060205,104000102,1,15,12
12113322,124040101,107020502,1,32,26
12393922,130000108,107020409,1,2,1
18909787,107070302,107140012,3,220,130
19873285,118150305,107160014,3,9,5
20663433,132040203,113020402,3,24,13
20113960,126060201,131000201,3,24,10
17664058,131000100,107130108,2,232,101
19170608,107120002,107020201,3,36,21
12687314,114000204,101030302,1,13,10
19750472,118120102,126020104,3,2,1
11922428,118130505,112070203,1,148,121
15833429,101030302,128010104,2,2,1
16040920,107010401,124020205,2,19,12
11183875,107100307,107020119,1,242,199
19048366,107100201,133170102,3,12,7
20136775,127010108,133210108,3,9,5
20409775,133180102,107010302,3,10,5
18831767,107020709,107090301,3,192,114
18847224,107040103,133150300,3,4,2
20795124,137010800,128010101,3,11,4
17414031,126020205,107020603,2,14,6
13011883,148030500,107020210,1,4,3
19125351,107110110,107090303,3,119,71
16656325,107160011,101010204,2,47,30
20801843,137020200,104000504,3,3,1
19863690,118150201,112030002,3,22,11
19580200,112070101,126050105,3,57,26
20894897,148020600,107070109,3,5,2
10856101,107020305,102020505,1,4,3
19896251,118160102,115020201,3,12,6
17355440,124030204,102020201,2,146,108
18755740,107020309,108000103,3,14,8
20010179,124040103,133140101,3,9,6
20946402,153030200,148011100,3,83,33
16723549,110020401,112070204,2,27,13
19966973,124020101,107010306,3,62,42
18139976,145010500,130000104,2,2,1
18446647,101020205,133210104,3,6,4
16606270,107140008,107020510,2,2618,1689
20536297,104000301,107010308,3,484,239
15882823,102030202,107020210,2,6,4
17174531,118130403,115010002,2,19,11
13998173,107150008,107080003,4,3042,2493
16465771,107100504,118130302,2,2,1
16585763,107130301,115030303,2,9,6
18792655,107020509,107010406,3,363,215
19210387,107130208,126050108,3,89,53
12382856,130000101,107140009,1,5,4
19731560,115030301,153020200,3,23,10
20749384,132120101,113010402,3,17,9
18618340,107010103,126030405,3,14,8
19706959,115020101,133220302,3,2,1
18599951,106000402,107130107,3,1232,497
11691758,112070104,107100108,1,19,16
11906471,118130306,126010106,1,3,3
12389082,130000105,107020610,1,2,1
19303668,107160021,107020610,3,289,171
18861892,107040204,133220205,3,11,6
19994656,124030302,107020714,3,191,128
19261186,107150008,153020800,3,3,2
16188422,107020701,118130504,2,12,8
11166575,107100208,112070202,1,2,1
16040925,107010401,124030202,2,13,8
19110326,107100512,153010200,3,25,15
18294740,153010600,107020301,2,23,10
19892452,118150605,107020608,3,4,2
16667750,107160018,102030502,2,30,19
20580601,114000204,112020402,3,2,1
20378476,133160201,133220602,3,347,185
19202092,107130203,118130402,3,17,10
19236518,107140007,133170102,3,2,1
15991973,107010106,112020603,2,29,19
19465969,112010002,107090301,3,45,20
17121520,118120103,104000303,2,602,342
18141977,145010600,148020600,2,21,9
17384618,124040203,101030102,2,124,91
13535850,107020512,107020712,4,317,260
18600507,106000402,126040204,3,1436,579
11579695,112010006,107020601,1,4,3
11902692,118130304,107110312,1,20,16
19626136,113010104,153020800,3,8,4
11578540,112010005,112060103,1,289,237
12637962,104000202,124020201,1,3,2
11308762,107130203,107020112,1,103,84
11518444,110060106,110070005,1,6,4
15829452,101030203,107090308,2,33,22
18568157,103030401,128040202,3,159,71
10747860,107010204,107130206,1,127,104
20076169,126030405,112020603,3,6,2
20346784,133140202,107100407,3,2,1
18611784,106000702,124010303,3,95,38
11326759,107130303,107090105,1,427,350
17920723,104000506,118130509,2,10,5
18525454,102030302,110040201,3,14,7
19261636,107150009,107100112,3,228,135
19464484,112010001,107130202,3,14,6
